"basec_id","project_title","multi_or_monocentric","principal_investigator","investigational_sites","type","study_phase","study_category","lead_ec","local_ecs","final_decition_date"
2016-00979,"Suivi biologique et vasculaire post
parathyroidectomie : Interaction entre PTH
et érythropoïétine",monocentric,Prof Sophie de Seigneux,"university Hospital of
Geneva, geneva","non clinical, involving
persons",,A,"Commission
cantonale d'éthique
de la recherche CCER",,11.08.2016
2016-00981,"Validation du modèle Spine Sage dans une
étude cas-témoins de patients opérés de
spondylodèse lombaire suite à des
pathologies dégénérative de la colonne
lombaire aux Hôpitaux Universitaire de
Genève de 2011 à 2014.",monocentric,PD Dr Enrico Tessitore,"service de neurochirurgie
HUG, Genève","personal
data/biological material",,,"Commission
cantonale d'éthique
de la recherche CCER",,18.08.2016
2016-00982,"World Bleeding Disorder Registry - pilot
study",monocentric,Prof Pierre Fontana,"University Hospitals
Geneva, Geneva","non clinical, involving
persons",,A,"Commission
cantonale d'éthique
de la recherche CCER",,18.08.2016
2016-00986,"Neuropsychological functioning of
excessive internet gamers",monocentric,Yasser Khazaal,"Geneva University
Hospitals, Geneva","non clinical, involving
persons",,A,"Commission
cantonale d'éthique
de la recherche CCER",,29.03.2017
2016-01008,"Randomized study comparing different
durations of antibiotic treatment for
diabetic foot infections",monocentric,Dr Ilker UCKAY,"Geneva University
Hospitals, Geneva",clinical trial,,B,"Commission
cantonale d'éthique
de la recherche CCER",,09.01.2017
2016-01009,"Emotional learning to erotic, threatening,
and neutral stimuli",monocentric,Prof. David Sander,"University of Geneva,
Geneva","non clinical, involving
persons",,A,"Commission
cantonale d'éthique
de la recherche CCER",,31.08.2016
2016-01034,"From zebrafish to patients: expanding
hematopoietic stem cells ex vivo",monocentric,Professor Thomas Matthes,"HUG, Geneva","non clinical, involving
persons",,A,"Commission
cantonale d'éthique
de la recherche CCER",,28.07.2016
2016-01036,"Investigating the genetic basis of
pseudoexfoliation syndrome",monocentric,"Dr Gordana Sunaric-
Mégevand","Centre de Recherche
Clinique Mémorial
Fondation Rothschild,
Genève","non clinical, involving
persons",,A,"Commission
cantonale d'éthique
de la recherche CCER",,30.08.2016
2016-01096,"Nouveaux astrovirus humains: une maladie
infectieuse émergeante.",monocentric,Pr Laurent Kaiser,"Geneva University
Hospital, Geneva","non clinical, involving
persons",,A,"Commission
cantonale d'éthique
de la recherche CCER",,08.08.2016
2016-01119,"Hemostatic profiles associated with use of
aromatase inhibitors and tamoxifen in
women with breast cancer : A prospective
cohort study",monocentric,Dr. Marc Blondon,"Hôpitaux Universitaires de
Genève, Geneva","non clinical, involving
persons",,A,"Commission
cantonale d'éthique
de la recherche CCER",,17.01.2017
2016-01121,"CBYM338E2202E1- A 28 week randomized
withdrawal extension of a double-blind,
placebo-controlled, parallel group study to
assess durability of effect on skeletal
muscle strength and function upon
withdrawal of bimagrumab 70, 210,
700 mg in older adults with sarcopenia",monocentric,Prof. Dr med. Serge Ferrari,"Hôpitaux Universitaires de
Genève, Genève",clinical trial,phase 2,C,"Commission
cantonale d'éthique
de la recherche CCER",,30.01.2017
2016-01122,"Viral and host factors modulating
respiratory and neurotropic disease
severity and search for new antivirals",multicentric,Prof.,"Geneva University
Hospitals, Geneva
Centre hospitalier
universitaire vaudois,
Lausanne","personal
data/biological material",,,"Commission
cantonale d'éthique
de la recherche CCER","Commission
cantonale d'éthique
de la recherche sur
l'être humain Vaud
(CER-VD)",26.10.2016
2016-01137,"An open-label, randomized, active-
controlled, parallel-group, Phase-3b
study of the efficacy, safety, and
tolerability of three different treatment
regimens of 2 mg aflibercept administered
by intravitreal injections to
subjects with diabetic macular edema
(DME)",multicentric,Dr. Ioannis Petropoulos,"Centre Ophtalmologique
de Rive, Genève
Berner Augenklinik am
Lindenhofspital, Bern",clinical trial,phase 3,B,"Commission
cantonale d'éthique
de la recherche CCER","Kantonale
Ethikkommission Bern",29.09.2016
2016-01144,"Sexual abuse in Geneva from 2010-5:  A 6
years retrospective cohort study",monocentric,Dominique Ricard,"Maternity, University
Hospital of Geneva,
Geneva","personal
data/biological material",,,"Commission
cantonale d'éthique
de la recherche CCER",,09.01.2017
2016-01151,"An Observational Study of Sebacia
Microparticle Use In Facial Acne Vulgaris",monocentric,Dr. med. Maurice Adatto,"Skinpulse, Genève","non clinical, involving
persons",,A,"Commission
cantonale d'éthique
de la recherche CCER",,18.10.2016
2016-01157,"The effect of different impression materials
and techniques on the inner seal of
complete dentures.",monocentric,Prof Frauke Mueller,"University of Geneva,
Geneva",clinical trial,,A,"Commission
cantonale d'éthique
de la recherche CCER",,19.01.2017
2016-01170,"Prospective cohort study assessing small
bowel morphology according to food intake",monocentric,Prof. Christian Toso,"Hôpitaux Universitaires de
Genève, Genève","non clinical, involving
persons",,B,"Commission
cantonale d'éthique
de la recherche CCER",,21.11.2016
2016-01173,"Test Site Protocol for testing of patient
samples with QIAGEN therascreen EGFR
RGQ PCR Investigational Device to identify
patients carrying T790M mutated Non-
Small Cell Lung Cancer (NSCLC) for
potential inclusion in the BI ELUXA 2
(1370.2) study and treatment with BI
1482694.",monocentric,PI Anne Laure Millard,"Covance Central
Laboratory Services,
Meyrin, Geneva","personal
data/biological material",,,"Commission
cantonale d'éthique
de la recherche CCER",,21.07.2016
2016-01174,"Test Site Protocol for testing of patient
samples with QIAGEN therascreen EGFR
RGQ PCR Investigational Device to identify
Non-Small Cell Lung Cancer (NSCLC)
patients harboring epidermal growth factor
receptor (EGFR) mutations (deletions in
exon 19 and/or L858R) with or without the
EGFR mutations (L861Q, G719X, S7681,
Ins20 and T790M) for first-line treatment
with BI 1482694”",monocentric,PI Anne Laure MILLARD,"COVANCE Central
Laboratory Services,
Meyrin, Geneva","personal
data/biological material",,,"Commission
cantonale d'éthique
de la recherche CCER",,19.07.2016
2016-01195,"USE OF SPECT V/Q SCAN IN DIAGNOSTIC
STRATEGY FOR PULMONARY EMBOLISM. A
MULTICENTER RANDOMIZED CONTROLLED
TRIAL.",monocentric,Professor Marc RIGHINI,"Geneva University
Hospital, GENEVA",clinical trial,,A,"Commission
cantonale d'éthique
de la recherche CCER",,07.11.2016
2016-01208,"Test Site Protocol for Prospective testing of
patient samples with QIAGEN therascreen
BRAF V600E RGQ PCR Kit to identify
BRAFmt mutation status for inclusion in
Protocol The BEACON CRC Study
(Binimetinib, Encorafenib, And Cetuximab
COmbiNed to Treat BRAF-mutant
ColoRectal Cancer):
A Multicenter, Randomized, Open-label, 3-
Arm Phase 3 Study of Encorafenib +
Cetuximab Plus or Minus Binimetinib vs.
Irinotecan/Cetuximab or Infusional 5-
Fluorouracil (5-FU)/Folinic Acid (FA)
/Irinotecan (FOLFIRI)/Cetuximab with a
Safety Lead-in of Encorafenib + Binimetinib
+ Cetuximab in Patients with BRAF V600E-
mutant Metastatic Colorectal Cancer.",monocentric,PhD / Millard / Anne-Laure,"Covance Central
Laboratory Services Sàrl,
Meyrin","personal
data/biological material",,,"Commission
cantonale d'éthique
de la recherche CCER",,26.07.2016
2016-01237,"Évaluation de la réponse immune anti-
tumorale",monocentric,Pr Pierre-Yves Dietrich,"Hôpitaux universitaires de
Genève, 1211","non clinical, involving
persons",,A,"Commission
cantonale d'éthique
de la recherche CCER",,15.06.2017
2016-01243,"Pilot Open Randomized controlled trial
comparing patients undergoing robotic
gastric bypass with or without concomitant
cholecystectomy",monocentric,Dr Minoa Karin Jung,"University Hospital of
Geneva, Unit of Visceral
Surgery, Geneva",clinical trial,,B,"Commission
cantonale d'éthique
de la recherche CCER",,07.03.2017
2016-01265,"PROGNOSTIC IMPLICATION OF
REVASCULARIZING HIBERNATING
MYOCARDIUM IN ELDERLY PATIENTS WITH
STABLE CORONARY ARTERY DISEASE: A
PET/CT STUDY.",monocentric,Dr Rene Nkoulou,"HUG, Geneva","personal
data/biological material",,,"Commission
cantonale d'éthique
de la recherche CCER",,14.12.2017
2016-01278,"Prévalence de l'hépatite A et B, des
parasitoses intestinales, de la bilharziose et
de la carence en vitamine D chez les
enfants suivis en consultation des migrants
des Hôpitaux Universitaires de Genève
entre 2012 et 2015.",monocentric,Dre Noémie Wagner,"Hôpitaux Universitaires de
Genève, Genève","personal
data/biological material",,,"Commission
cantonale d'éthique
de la recherche CCER",,31.10.2016
2016-01290,"Evaluation d’un Modèle de Soins Intégrés
appliqué aux Soins Intensifs Pédiatriques:
Etude multicentrique internationnale",monocentric,Dr Marie Saint-Faust,"Hôpitaux Universitaires de
Genève, Genève","non clinical, involving
persons",,A,"Commission
cantonale d'éthique
de la recherche CCER",,15.12.2016
2016-01302,"Préférences des patients atteints de
maladies génétiques quant au retour de
trouvailles secondaires après analyse par
séquençage à haut débit",monocentric,Prof. Samia Hurst,"Institut d'Ethique,
Histoire, Humanités,
Genève","non clinical, involving
persons",,A,"Commission
cantonale d'éthique
de la recherche CCER",,06.10.2016
2016-01338,"Etude des irradiations reçues par les
patients lors des imageries peropératoires
en radioscopie 2D, 3D et CT-scan en
orthopédie pédiatrique d'urgence et
programmée: étude exploratoire,
comparative, multicentrique et
internationale",multicentric,"Prof. Dr. med. / Pierre /
Lascombes","Hôpitaux Universitaires de
Genève, Genève
Centre Hospitalier
Universitaire Vaudois,
Lausanne","non clinical, involving
persons",,A,"Commission
cantonale d'éthique
de la recherche CCER","Commission
cantonale d'éthique
de la recherche sur
l'être humain Vaud
(CER-VD)",17.01.2017
2016-01341,"Prévalence et facteurs de risque du sans-
abrisme chez les usagers de drogues sous
substitution: étude cas-témoins",monocentric,Ms Vanessa Vaucher,"HUG, Genève","non clinical, involving
persons",,A,"Commission
cantonale d'éthique
de la recherche CCER",,20.12.2016
2016-01344,"Internet gaming disorder (IGD) in
adolescents: a pilot study regarding the
treatment potential of Multidimensional
Family Therapy (MDFT)",monocentric,Mr./Philip/Nielsen,"Fondation Phénix, Geneva",clinical trial,,A,"Commission
cantonale d'éthique
de la recherche CCER",,27.09.2016
2016-01373,"Evolution du taux d’intubation trachéale
pour motif de
décompensation cardiaque au SMUR des
HUG entre 2007 et 2016",monocentric,Birgit Gärtner,"Hôpitaux Universitaires de
Genève, Genève","personal
data/biological material",,,"Commission
cantonale d'éthique
de la recherche CCER",,06.10.2016
2016-01381,"LOOP - Cross-sectionaL ObservatiOnal
study evaluating clinical specialty setting as
determinant of management of Patients
with Psoriatic Arthritis",multicentric,"Prof. Dr. med. Wolf-
Henning Boehncke","Hôpitaux Universitaires de
Genève, Dermatologie,
1211 Genève
Inselspital,
Universitätsklinik für
Dermatologie, 3010 Bern
Inselspital,
Universitätsklinik für
Rheumatologie, 3010 Bern
Allergie- und Hautpraxis,
5200 Brugg
Gemeinschaftspraxis MZB
Brugg AG, Rheumatologie,
5200 Brugg
Gemeinschaftspraxis MZB
Brugg AG, Allgemein
Medizin, 5200 Brugg
Somamedica, Praxis Dr.
Annett Härtel, 4052 Basel
Universitätsspital Basel,
Rheumatologische
Akutklinik, 4012 Basel
Hôpitaux Universitaires de
Genève , Service de
Rhumatologie, 1211
Genève
Haut & Laserzentrum Dr.
Daniel Zuder, 9000","non clinical, involving
persons",,A,"Commission
cantonale d'éthique
de la recherche CCER","Ethikkommission
Nordwest- und
Zentralschweiz EKNZ
Ethikkommission
Ostschweiz EKOS
Kantonale
Ethikkommission Bern
Kantonale
Ethikkommission
Zürich",06.10.2016
2016-01384,"Identification and Validation of Circadian
Clock and Cell Cycle Biomarkers in Patients
with Sporadic Primary Hyperparathyroidism",monocentric,Samira Sadowski,"SUtn.Givaelrlesinty Hospitals of
Geneva, Geneva","non clinical, involving
persons",,A,"Commission
cantonale d'éthique
de la recherche CCER",,24.10.2016
2016-01399,"Le non-recours aux prestations sociales à
Genève. Quelles adaptations de la
protection sociale aux attentes des familles
en situation de précarité ?",monocentric,Prof. Barbara Lucas,"Haute Ecole de Travail
Social - Genève, Geneva","non clinical, involving
persons",,A,"Commission
cantonale d'éthique
de la recherche CCER",,19.10.2016
2016-01410,"An open randomized placebo-controlled
trial of trichloroacetic acid for the
treatment of cervical intra-epithelial
neoplasia grade 2 and 3 (CIN2-3)",monocentric,Prof. Patrick Petignat,"Geneva University
Hospitals, Geneva,
Switzerland",clinical trial,phase 3,B,"Commission
cantonale d'éthique
de la recherche CCER",,20.02.2017
2016-01422,"Patients’ perceptions of End of Life Care
and Support in Doboj Municipality, Bosnia-
Herzegovina",monocentric,Sigiriya Aebischer Perone,"HUG, Geneva","non clinical, involving
persons",,A,"Commission
cantonale d'éthique
de la recherche CCER",,21.11.2016
2016-01445,"Deep learning to improve outcome
prediction after stroke",monocentric,Dr Emmanuel Carrera,"Department of Neurology,
Geneva","personal
data/biological material",,,"Commission
cantonale d'éthique
de la recherche CCER",,03.10.2016
2016-01451,"From conventional above knee amputation
to above knee amputation with distal
weight bearing implant Clinical assessment",monocentric,Dr Gorki CARMONA,"Hôpitaux Universitaires de
Genève, Geneva",clinical trial,,A,"Commission
cantonale d'éthique
de la recherche CCER",,06.02.2017
2016-01469,"Correlation of procedural motor skills
impairment and 123I-FP-CIT SPECT uptake
in patients with early Parkinson’s disease: a
case-control study",monocentric,Dr. Med. Nicolas Nicastro,"Geneva University
Hospitals, Genève","non clinical, involving
persons",,A,"Commission
cantonale d'éthique
de la recherche CCER",,19.10.2016
2016-01470,"Evaluation de la prise en charge
radiologique des femmes enceintes
admises aux  urgences pour douleurs
abdominales aiguës",monocentric,"Pr Pierre-Alexandre
POLETTI","HUG (Hôpitaux
Universitaires de Genève),
Geneva","personal
data/biological material",,,"Commission
cantonale d'éthique
de la recherche CCER",,25.01.2017
2016-01474,"Valeur prédictive de la bilirubinémie à
l'admission en unité de soins palliatifs chez
les patients présentant une atteinte
hépatique avancée.",monocentric,"Dr Nathalie Dieudonné
Rahm","HUG, Collonge Bellerive",deceased persons,,,"Commission
cantonale d'éthique
de la recherche CCER",,10.01.2017
